feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
-2.063779169912862,0.2972984363949583,3.338418960480998,3.4392507312020255,-2.691592305174191,-1.2129479701059789,0.6231701270653457,-9.256157383870045,4.857494089985693,9.050290100972786,1
-1.2645449008105285,1.059328867989636,8.202217060200539,3.109359611968476,2.338796509664143,-6.530444751529648,7.203270526335034,6.609061645105882,2.091392994475342,-2.2550415952589358,8
-8.099815115472946,-7.008636967489421,-8.221973909550554,5.419616510040017,2.512122761372422,1.5452377462044642,-9.119313928621288,0.6359917463574832,-4.043976530400854,0.3224600966022885,4
-8.07220307132239,-6.718310950336993,-8.321059829452876,2.4052041117197565,0.9847775349580347,1.8735251844956735,-8.35579180706008,2.1105558876990127,-3.0430780966702957,-1.0609436478072911,4
-5.455315222774789,2.534021644481721,-1.3112450852815953,6.798412791687199,5.133049812672276,-3.072859009714475,-4.869196576478529,7.46913742225879,8.668450856265823,6.141308261413281,0
-1.4508836128726432,1.699317535582638,9.165954802017103,3.8030754455900144,4.3628015558301465,-7.281218126710726,1.553971113209673,6.5374048244828655,2.246190720587177,-3.6158334735553166,8
-6.710450497521919,2.6661212823415754,2.0036145830930243,9.709624310635292,1.8210200672330048,3.094449656897747,0.9198858029094998,5.936252942986623,-8.678861827563388,4.1137733732364845,9
-9.188285253404318,-6.46079331845331,-8.635136652189907,2.579089403299051,2.053450449598236,0.7849867432051452,-8.701648287071162,1.29769600642309,-2.9222482914167776,1.879390544350904,4
4.655354494879913,0.24422122193093299,-1.3339533943271922,-6.812350830412042,-6.53061987132576,7.074265735323758,-1.3494925837540785,0.8296026933270789,-11.299711515281544,-3.2905926159286896,7
-0.8566726819827264,2.2118248224582655,7.179133127075261,3.0525395740259933,3.915090464657251,-6.559274540496588,3.4881455069159815,7.458228559956394,1.518477600112354,0.1270937736791211,8
-3.437875763231622,1.8259929376222435,-1.304208255813648,-6.819356691964225,-2.817612650748054,-8.425286192104672,-1.0065207543110666,10.373638576929268,-6.005703713399706,-6.689529429460464,6
9.124452045803688,-2.033288614623647,5.461754875470322,-8.093052091231291,4.143535310880473,4.197819970207745,-5.886988543044981,8.350407738707746,0.7276564872905733,10.731782294265821,3
-8.116069545279979,0.44769555330132327,0.07152890671365975,8.310382147838926,0.5773533572330112,-0.9959711307907146,-0.24210332997925532,6.668626660242035,-8.365092721906072,2.0797531731858876,9
-5.5188663002960725,2.0352589797999316,1.927553831502964,8.800648165337572,-1.1662335679311875,-1.0026438108323956,2.5669334738561913,5.787144426079213,-6.819652483852867,4.573493957654911,9
5.312207435102327,0.42892867802014645,1.1608859315862827,-6.963727683683443,-7.71316825244887,9.039408119451602,-1.3983643138221735,1.8194310214123106,-10.234673641112847,-3.563408793812669,7
8.647468211709487,-2.0822546805576625,5.8347129292272655,-5.782662761891027,2.8710590744942546,4.148043912371269,-5.478511316218229,8.970944907538348,-0.8822618551775874,8.642401861492932,3
-7.2117456432565215,-5.6387434245314,-9.728058347930855,5.162434422529572,0.16527485881584836,0.21427508379119536,-8.635314425328216,0.6380455900342157,-3.7167758334055465,-0.5635121600772754,4
-4.17313747297939,2.6736007512442175,-0.2653752661982276,5.522388088882709,6.030260170826097,-4.4717905838081,-5.077108265731836,7.205351820472272,8.252885252787422,7.368860703102026,0
8.551205089464904,-2.122512953263682,6.304909091020697,-8.208986846938712,3.740090304104571,5.532150876876395,-4.908553516912941,8.516184086325293,-0.857077910737677,7.9235938696075765,3
5.423179682982053,3.0656952004701745,-0.2700091108877019,-7.8211486757371596,-4.359669968713855,7.538138204816191,-1.7912560869255754,1.0806724377872667,-11.391251447859311,-3.372790931032354,7
-2.880926549050694,1.2503975750535623,2.943260554386051,4.982685759444172,-2.2389364195279633,-0.14937725970188143,-1.0644156855584976,-10.10284745297933,5.102004164268118,6.604724467153002,1
6.60069554613445,-1.3281645965580162,5.906800229334186,-7.4783003366130725,5.427878502116885,5.020897748419313,-6.129253900477368,8.165009757694806,-1.660495476044868,7.616987892057267,3
-6.409713240973658,2.6746481916954687,-0.7204248181828007,5.694921769231592,5.115113251940248,-3.787022799460079,-4.77771626309696,5.82159566675466,8.411893006940113,7.802005593516996,0
-8.61893995843904,-5.347158166485858,-8.10715196422879,5.31968926763294,1.2390587501112829,-0.02391295048846187,-8.047848591373848,1.176288738949144,-2.361040843677011,1.6999547899322827,4
-4.490172388086025,3.4065248478906516,-1.3914258442454563,-6.354108277716934,-4.447449554830294,-8.830166304316299,-2.26231212419443,8.93749785127621,-8.647036678178788,-8.094638972728458,6
