x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
2.0560857039117453,-1.4235026302007767,-3.5011451775939815,1.6475839951222804,-1.048376483746778,0.5301559440274146,-0.7098624329307378,0.7155407859285943,2.4334514708455646,-1.3893620676464777,0
2.3591398566672717,0.35611651385964027,-3.791529258482263,2.0135272895478047,-1.3001367229305751,-1.0980219320937643,-0.6390300637977637,1.5925752806044728,2.4768391477081417,-0.17679082321925965,0
2.3089270637622628,-1.6660969016852252,-3.2197636371689082,2.484372773697543,-0.1128225644136509,-0.301285989512918,-1.1836641215327974,1.7878663900134715,1.35918031162071,-2.0611549262678546,0
2.386187467149139,-0.9275603259705667,-3.6237558789167825,2.0903487120761617,-1.7113540148260142,-0.5031387928831119,-1.761371740401576,0.8457260588322475,1.4851928764082167,0.12084557325875123,0
1.5712613847742878,0.020213894321937653,-3.501199694128243,1.3072849135240716,-1.150774147379411,0.09935369942328828,-0.5268060717838426,0.5892412277349671,1.207717092830203,-0.7443830371610108,0
2.515389844025651,-1.4601089221352503,-4.137840814052742,2.471979643601588,-2.264249559454848,0.3027206373536462,-1.072684083242832,1.435935227320924,1.651896051013512,-1.0401233550668612,0
2.3796138528808495,-1.0948498429413447,-4.017454839378072,1.830330339703976,-0.24043734217957824,-0.05651287418442717,-0.394115436895631,1.350583861116516,2.255170779968794,-0.9492735596336259,0
0.8564619077108326,-1.1984125838797821,-3.81595570805894,1.8876222045694626,-0.6038947602863554,-0.5996929722228841,-0.5809527000056851,0.280025455914681,1.7515474172677301,-1.2300570600138299,0
2.8277521463494266,-0.8458809581241422,-3.867178082475871,2.1029251181986632,-1.275352661213279,-0.8306982914034116,-0.0442601862625408,1.0327159185673105,2.1735418289718096,-1.5302290060837234,0
2.6254828021210543,-1.2659013459312527,-3.65567450950458,1.613971220703571,-0.14310235050455722,-1.4042409317895193,-0.8967014699581316,1.7509288743242928,0.45767657523150773,-1.7734203819931937,0
3.327632512196376,-1.4487103871040554,-3.894875277849925,1.4073023764498098,-1.6785258944011257,0.9471113091080219,-0.19253940294449767,1.8152487904752004,0.776958826248699,-1.7117528947665603,0
3.249651412378517,-1.8632997058396088,-3.986537326089224,2.3626432536982946,-0.8760198618246874,0.7306635678393703,-0.09270218995981627,2.0397879291759953,1.973462031413656,-1.0398343438385336,0
2.0989416676859602,-1.1140078392200594,-3.686088008258681,1.854852248994088,-0.4981546982660173,-0.3457502232877985,-0.6436106118393599,1.6530624731381618,1.7197781040192532,-0.9541406558120769,0
1.9105165071003318,-1.108707246850418,-4.033485661842987,2.4148075007341765,-0.7548684832644026,0.40401088104597926,0.003785335312566196,0.01307499124249678,2.184363110039461,-0.43911011905571085,0
2.2541129893566714,-0.5373918340368631,-3.7550123067019334,1.2223147619662402,-0.9885885007161863,-0.181653687286167,-1.1466672137326475,1.0720906758196815,1.8019249321996966,-1.0032273021906493,0
2.4837631827641644,-1.9489930627424106,-3.483600366550205,2.0235986700351614,-1.697215997134686,-1.0569821109974396,-0.8016463331692182,2.0384760043126393,2.1149481517248945,-1.8035859312408151,0
