x0,x1,x2,y
-3.087226258639512,5.993469100897006,-0.6776025519306237,0
-2.039703187897237,5.461728334636313,-0.5052943611031241,0
-2.119163051619757,5.859084177580791,-0.33270168531967803,0
-2.7820002177728926,5.88695014942518,-1.2796275862716984,0
-2.3511742526859867,4.643406869787138,-1.136244664517821,0
-3.3967905801883784,6.302039031827454,-0.9691337702476296,0
-3.70633439421639,6.883066132792242,-1.5772200965843999,0
-2.459206618478219,6.431456539939568,-0.170496848323055,0
-3.093573792031263,5.2135914231239155,-1.1059992851916098,0
-3.326324987784688,6.286450500509113,-0.8825028974507426,0
-3.528865058174139,4.4654693757325425,-2.115597478705651,0
-1.57688475060875,4.5124206805964775,-0.8719675539415938,0
-2.326242041044516,4.453815948213277,-1.3836713153054652,0
-2.9791395215769736,5.390949769742449,-1.2397360576846355,0
-3.005307024110986,4.347799042253251,-1.6346189510813183,0
-1.678223967852852,4.503279807593871,-0.8645060442565671,0
-4.0331012539647695,6.957793995106931,-1.6756203500124847,0
-3.7046382665318887,5.881462419093097,-0.9890203768840009,0
-4.016870250140939,7.366858487026426,-1.5300173450987473,0
-2.667438241314045,5.397061663255186,-0.8081457395955421,0
-4.985405983226816,7.038188388984835,-2.051035258720215,0
-3.4616922509055716,5.384384822726348,-1.3080112009565004,0
-2.9859452950629777,5.319280465255915,-1.5310924476534085,0
-2.1723224149802207,5.108303918393868,-0.25471496600112176,0
-1.9104407894182915,4.199977246405171,-1.231839560741384,0
-2.7773314022422433,6.389654661733465,-0.8512522264971794,0
-1.4426552648767377,4.448845695400447,-0.382210506405656,0
-2.8840133543660245,5.438914814574751,-1.010715784456142,0
-3.902861992535424,5.6513673469192,-1.9923377992673807,0
-1.9988786024461023,5.834189638854899,-1.0840841789132953,0
-4.079014107656436,6.24475921685233,-1.8851015436905787,0
-3.65893447489848,6.746493558381119,-0.9909182143706357,0
-3.846026960612086,6.99550768408482,-1.2127892467061276,0
-2.0391867469084413,5.271353733815754,-1.7318447274839117,0
-0.8286891272681092,4.791564731395181,0.3152168374137698,0
-3.0486333480864154,5.7465746408764735,-0.9056216229544802,0
-2.2740177868595834,4.898804485069957,-0.8152443240663159,0
-2.2190135289904425,4.198581085882106,-1.2388936866611369,0
-4.48184860875982,7.0458111125810365,-1.5187847004403663,0
-2.5464095086647225,4.507634620990399,-1.0901432386266818,0
-4.5167994697292615,6.917407165784168,-1.904271704117041,0
-2.860008885623348,5.681025545895496,-1.1172519539056434,0
-1.1347683146060386,3.779692659630006,-0.6063587026277207,0
-3.9479591607721116,6.363656292394112,-1.7173536895628758,0
-2.614450689656097,5.292757331160951,-1.5167758640648041,0
-5.360927930410235,7.302226539799773,-2.2779232410002965,0
-3.673132169551497,6.7947227450497065,-1.1697766045622895,0
-1.2940679293087682,2.0078281800393833,-1.4166744156008564,0
-1.3820819588392583,4.782969804193065,-0.5749491186224157,0
-4.2855991362448895,6.652041848718529,-1.2237497710531957,0
-2.5419621947734017,5.045261450250109,-0.43168926570650223,0
-3.4006366168491504,5.567790733008559,-1.688220974167601,0
-2.996945454750202,5.049043913612424,-1.459063733331373,0
-3.474925296012823,6.039337062560943,-1.687846399751919,0
-1.940005034126186,4.571492767850435,-0.19932320985659258,0
-2.168269189790697,4.841107895717666,-0.9869669296391382,0
-2.921662423949281,5.385919515019775,-0.8346671460217945,0
-3.209580681699985,5.50605858101668,-1.0472447685229345,0
-2.176411067149826,4.755446598395709,-1.0575340799504127,0
-3.070397719581688,4.9940021013237805,-2.146509251021977,0
-1.8276257843070782,4.722769511765268,-1.0955129613687957,0
-2.0715361684626474,4.919113156864478,-1.0908303703554816,0
-2.5957090447430984,5.782291905895706,-0.4812115352968527,0
-3.4342171580112137,7.211845073373461,-0.2474625231034352,0
-5.072770706163132,6.812697718459022,-2.428861482335511,0
-2.630115184794122,4.9539918502328755,-1.550186668489513,0
-3.82684465483431,6.339676647619368,-1.3814324190516638,0
-3.0858760204640214,4.63807262326936,-1.408407451552312,0
-2.4719297432310587,5.5001305444412925,-1.073963107238665,0
-1.3980330780056083,5.646688377408989,-0.49178341718387264,0
-2.3164407937453264,5.477622901780875,-1.4895941903569698,0
-4.164799108679475,6.6017793414347725,-1.6433428163181514,0
-2.9681683358512374,5.815067205722765,-1.767371265841252,0
-1.7033611680820229,5.475361334057457,-0.17045656629378203,0
-1.987893951119538,4.888370059553589,-0.6963168862215501,0
-2.746391882102564,5.597198689443896,-1.4653300862634988,0
-3.2278148257424486,6.347515304985409,-1.3045306749657353,0
-3.8516684616056143,6.4039878385763505,-1.917051058209522,0
-2.921001918297342,6.120811375600358,-1.353722050659881,0
-2.6474401090845494,4.224103047147469,-1.9738824135073092,0
-3.35309624956692,5.881022371344319,-1.5539876075189047,0
-2.0767988879516417,4.6485928425249465,-0.7217001578124226,0
-1.239301669923812,4.805114420052808,-0.5554432460189017,0
-2.7314819156535397,5.770642916447585,-1.2943526796835796,0
-2.586677338579653,5.544882033773754,-0.6547648015371406,0
-1.027070905228775,3.7904300484865985,-0.9536648916540668,0
-3.116669849976465,4.894276079949824,-1.4413465854072727,0
-2.510539335068441,4.702080954609823,-1.4893827563154642,0
-2.01267357854843,4.4385554216172265,-1.1260687350204306,0
-3.3723239387099224,6.145297122983633,-2.2153640394718295,0
-2.1377198561579913,5.090392929612208,-0.7773042300401394,0
-4.166337419936676,6.84068914202215,-1.9032029889271922,0
-4.266872942323159,7.082319360242362,-1.2923444089082778,0
-2.927866759875785,5.013110955255152,-1.58624259607465,0
-3.429550527021349,6.230447133609015,-1.209059326286781,0
-2.5441062380788564,4.490620224725151,-1.0830452074963035,0
-2.949947625365893,4.765619312969573,-1.4326015278936581,0
-3.996029688912214,6.187740682329839,-1.0828740129722048,0
-1.631174013797201,4.948622585006546,-0.9795376291401432,0
-3.2986885001031325,5.921501989780821,-1.2773980034024213,0
-3.281291085994664,5.367911523734829,-1.3177513662040905,0
-4.7087667954065955,5.910374922796331,-2.414220316070848,0
-2.883845042157316,4.774877542783708,-2.04341641823288,0
-1.5632317196311858,3.4053501177632786,-0.6185320916761472,0
-2.565662102023736,4.828978399683133,-1.4815077191313166,0
-3.9740649146248312,6.121735884893411,-1.3822316757106594,0
-0.8056921592987205,4.373776509491432,-0.41328491044470883,0
-2.8930223667925925,6.276571193650318,-0.7035548482277605,0
-1.8702015092368958,4.300918040368521,-1.033799904766125,0
-3.386025898313096,5.421455043245081,-1.124373937206771,0
-3.2221503472836206,5.62653145621669,-1.3741340529821937,0
-2.5246542976376873,4.802963231064107,-1.9580087221056228,0
-2.062833685572557,5.516803262218219,-0.40982783075855567,0
-3.6546607433751284,5.849571502985596,-1.5986665279746335,0
-2.18604913954956,4.472253049795863,-1.090712734572683,0
-2.594587296998999,4.329424268333609,-1.8722393281267178,0
-2.748297941120397,5.098215952804303,-1.7962290535557424,0
-2.4327256974972626,4.936152059779101,-1.7809746926992014,0
-2.765277616205412,4.835272277717855,-1.1969966086237007,0
-3.6766402732528083,5.863444529360953,-1.6546021895190701,0
-1.632773081441375,3.48934135030437,-1.0389467071899297,0
-2.0955160815965,5.363037866788631,-1.3527089779151957,0
-2.267419225256644,4.802217847076883,-0.9474186393149981,0
-2.755415739478236,5.486263981146831,-1.2844091869590235,0
-3.8637624762235303,6.9311245395646965,-1.4547016285435155,0
-3.1057933599419627,4.107884819704222,-1.9464260269286702,0
-3.2769478033142483,5.140376609794009,-1.6076252371417914,0
-4.36740632161059,6.428067755208107,-2.3404742814832584,0
-2.4053230001138113,4.400624570935839,-1.3410220302871165,0
-1.7727961336254086,4.632792484275494,-1.498115520069021,0
-3.218959330646834,5.704279267176834,-1.5251324566533815,0
-2.4633486125079016,5.56449693646036,-1.000436851041927,0
-2.805683131814387,6.232432682973483,-1.1795681826984037,0
-2.9960640212224168,5.923175899417374,-1.1530137931741649,0
-2.232456900994624,5.9176853595294405,-0.133344887989844,0
-3.1922296618704595,5.547089053920836,-1.701398387612353,0
-2.7313279826294488,5.893781451474251,-0.7108589536136123,0
-3.6340625648802103,6.170510087936703,-1.0399582338915714,0
-1.4479440512285922,4.499119627384251,-0.8803115065942461,0
-2.5407786306181857,6.177546000579859,-0.524741748924219,0
-3.604017471321482,8.25105696753089,-0.9453402160455671,0
-3.6373295790948177,6.462855368334853,-1.203116685256693,0
-3.1419981671664767,6.15655255941224,-1.6058060416204838,0
-1.7917429869531527,3.8514239080857777,-0.664601108906703,0
-1.0078292764580525,4.40998879830987,-0.6621550391860659,0
-4.001096197987184,6.48123377892806,-1.3541183467156517,0
-2.415606467361137,4.411176992534702,-1.5341237634379958,0
-2.9101030125869136,5.414667954640837,-1.3410015397854436,0
-0.6638703343485748,4.6811623084402,-0.3560737974899634,0
-1.8851589195699487,5.6090673608612835,-0.887646679722243,0
-4.041632887471741,6.180698686498547,-1.8422719334856414,0
-1.4077608574625804,4.690217364822638,-0.851598679590726,0
-4.046167220377737,6.2604632431952,-1.4545757588028108,0
-3.510959651438785,6.319579217011194,-1.8397557806753078,0
-3.702722371208925,5.7113514505149325,-1.420363472066683,0
-2.0275997726430353,5.291610287131466,-0.9009865503043475,0
-3.5163707920278244,4.643553237015506,-2.173876915648024,0
-3.1068156203142148,7.17236577701696,-0.2600912361668434,0
-1.2901573128841732,4.029162262247419,-1.216793990084293,0
-2.31358373316624,4.363048143640556,-1.6223705641024284,0
-5.39397788176678,7.996793071273458,-2.1918390426982137,0
