x0,x1,y
-7.561042642230241,3.183805798617173,0
-4.562862711977309,5.165017898704273,0
-3.2635330166556002,6.70998625542159,0
-4.6055978609288175,5.76239020062511,0
-4.456281342383206,5.456818109323231,0
-4.274360209582457,4.299775551785533,0
-5.661379289530611,3.1678906722694804,0
-5.760024123071337,6.725182452120737,0
-6.001074201821371,5.751706119684474,0
-6.246966695368903,6.117683209060488,0
-4.306108842625689,5.654763860535238,0
-3.722046955653906,6.2228523487532605,0
-4.793134725572493,5.264213003780028,0
-4.5216704598605375,5.31532376272914,0
-5.456801805516395,5.168685306044517,0
-5.963068213067957,4.304094563987888,0
-6.925016652287706,5.972250019680054,0
-7.128536410413455,4.204930883834778,0
-5.079395333848851,6.292879958871768,0
-2.834724643959116,7.03861200119104,0
-9.128633319529362,3.2135901213134943,0
-5.764107209666924,5.14864481600764,0
-2.136211331345188,7.002949167274808,0
-3.096806987339926,5.37526128017191,0
-5.4466630805873315,4.758722175997138,0
-4.066951224702318,5.727324806229026,0
-5.49125162496191,5.984831394083408,0
-4.6994322936425945,5.296119432526749,0
-2.0913870682085767,6.763343414748784,0
-7.7270412637445745,4.673732124745363,0
-5.137367580575685,4.716764082336903,0
-8.102482179649257,4.282997288470646,0
-5.613845966060506,3.853429419175276,0
-6.791850998182628,5.306877260878315,0
-4.04912596045892,5.786574177646803,0
-4.363001582158237,5.605599047225503,0
-10.120292341563783,4.491788579975159,0
-4.929030092101938,5.620402123489503,0
-6.965928587774517,3.8082803332619033,0
-7.512107681889139,3.908216664634794,0
-5.072852178670232,5.544859534888006,0
-10.704238302122437,1.4722490411741633,0
-2.2635380008126065,5.085949282700256,0
-2.2150877623382335,6.3637715993588815,0
-6.142347317288516,5.349401468843017,0
-4.741672383685004,5.270276137546818,0
-8.201911563739849,3.7792060319950593,0
-8.072322576936369,5.549420285592814,0
-6.287359397344395,3.8005748109337993,0
-5.5351806215954245,5.254825938400314,0
-3.480285567646906,5.22482592982817,0
-5.395383600991503,5.187009225868622,0
-4.677490747845066,5.459372870775052,0
-6.078568864072348,4.603991926508822,0
-7.354250986127669,4.930711338430267,0
-4.755225038906305,5.26677835035504,0
-3.6794008429948133,6.785460058130644,0
-5.427508028368165,5.709331305865572,0
-6.387437820678526,4.811621655760363,0
-10.588225002823071,1.5591171846971572,0
-5.640703199070812,5.525756280610181,0
-6.6480400595086575,7.1137181490560835,0
-4.005840218419074,6.342542753982426,0
-5.046059932195221,6.084742531601739,0
-4.895681399012482,6.142628278672184,0
-6.429201837858821,5.898012333904405,0
-2.8952734916913223,6.93859635812265,0
-4.9205210379090225,5.969220605832774,0
-5.76113203736376,5.7286106977764035,0
-4.924786537859106,5.600979171719316,0
-4.074693018169999,4.7543562225624125,0
-4.747455163106936,5.309836000034422,0
-5.984189424101189,3.583593856501681,0
-4.205259674161892,6.24098796638574,0
-2.60490921673886,7.468188397990044,0
-2.6317876103592144,6.543162192484126,0
-6.95218926946356,5.868814982109948,0
-5.117089334741254,5.724409222134935,0
-1.4315321849515668,5.40555051751262,0
-4.608103546648885,4.835175690494037,0
-8.412561992717716,4.069277465897447,0
-6.052991735880349,4.780332995275624,0
-4.662857117087065,5.363916210441259,0
-3.6335610494273447,6.350437525978847,0
-2.027697740938348,8.085763927798748,0
-5.867353403975035,5.103712357137715,0
-4.568457482517065,5.166517195930115,0
-5.545187696968542,4.4364054253690295,0
-8.249389722162746,2.6999025582652925,0
-6.033321898683153,5.52425698741897,0
-5.357950770651499,6.609374202088621,0
-6.993243824755892,3.7708474389281292,0
-5.143360459703208,3.892354044730575,0
-6.782531468573037,3.4518487852426487,0
-6.473738810233198,3.9483293143910476,0
-6.950690781303942,4.5999697884817055,0
-5.761531822968279,5.629350843502352,0
-3.421627022845675,6.831043114242803,0
-4.850233397599718,4.811963298752648,0
-6.313250830317817,4.73457262268629,0
-4.221761557337322,5.841062926046856,0
-9.486341986717662,4.426133729923323,0
-4.1782202723144,5.66710498911548,0
-5.53751341110687,4.658714026514463,0
-5.735002876640359,5.056519398668773,0
-6.4865970913790445,6.37907947332616,0
-4.388266444965506,5.2149837790864515,0
-4.703863917708711,6.234543387817207,0
-5.358443922879464,4.580873916026038,0
-3.3772851586015946,5.054697194905221,0
-2.5791498551372287,4.72176783432569,0
-8.375773766282412,4.791583479292976,0
-4.283116217660674,5.509368882547757,0
-3.969135246160723,5.038405751176441,0
-2.081606247257775,6.780499875848706,0
-2.927831700818814,5.777296279293676,0
-6.652178182682658,5.909989506834692,0
-4.009062412974954,6.285019652215846,0
-6.10971001718008,4.477008657104213,0
-2.959006956192038,7.6076786343431975,0
-4.484691443805202,6.312946854101354,0
-4.6337149654776635,5.2301888989683025,0
-6.923283585349144,4.418962164218511,0
-5.189226896229217,5.642890511062821,0
-6.682902230159389,5.476848935041417,0
-9.227616977442578,3.636045922524695,0
1.6567233464049913,8.32207100614239,0
-4.770998378176061,5.006207151509539,0
-5.712549731347273,4.697665379833318,0
-8.159630671906587,4.77533922704802,0
-6.521615352971937,5.309585744347619,0
-2.35187044187389,6.2209620507457775,0
-2.127155256084209,6.848537868312083,0
-5.528285297022947,4.761055027507467,0
-5.2857586912394545,5.3539407036100854,0
-5.340688851185046,4.310573916420075,0
-5.5863704159800776,6.192209243091367,0
-5.516450737639511,4.186310330884041,0
-4.6619751870111665,4.633566812072017,0
-3.846534908585662,4.755105503769831,0
-3.800994195645203,6.267271755265167,0
-5.50862815670927,7.16650203575985,0
-1.2138277391124874,8.071664131546537,0
-3.471023617112248,5.617021293963838,0
-5.527502378903271,3.17351878538171,0
-5.988024087372762,3.100458317069549,0
-6.107854850657046,3.2624170980154044,0
-6.401023663922233,4.627293558424208,0
-5.199915340136036,4.508917157437669,0
-5.629245792798496,6.034406494839016,0
-5.796338645500419,5.487626992821177,0
-5.012049254668711,6.021618162720829,0
0.26753522993512213,7.998876309720373,0
-3.8821803197159603,6.6743200731329395,0
-4.805663720762852,5.566761413445219,0
-3.921758634813148,5.554768825885563,0
-4.641162178056992,5.2463707110476605,0
-4.692209982053935,6.033338625056134,0
-5.33180096817867,5.390721082835025,0
-6.501801065145244,3.1931665217599283,0
-2.479894596612419,5.295715832837911,0
-10.067238340238454,3.8053867239303627,0
-6.285646401067004,4.883265241918236,0
-3.2291801401223763,6.169601004812677,0
-5.230802851919233,5.501191764883546,0
-5.374057121026398,5.014250170805223,0
-8.781838483105282,5.578514542160127,0
-3.6113560050714777,4.657537817100806,0
-5.828756190513527,5.223256789494254,0
-6.0236412779504755,5.146326434393891,0
-5.495403658055822,3.5370361313566,0
0.564010118429751,6.763531909805749,0
-6.1740123692677,4.02308422020964,0
-4.435084367030942,5.547943469317368,0
-5.154290021505858,3.982571862839528,0
-3.7035611645328745,5.057264619057323,0
-5.821469478003232,5.108447024663323,0
-4.447155643808979,5.774186573221818,0
-1.9082878288486222,7.645441825516237,0
-2.123375603715779,6.34420742859966,0
-7.88012780187464,4.483598690684829,0
-6.50105804382035,4.114195587232143,0
-4.782632721418443,4.952282543789951,0
1.8722872207603318,6.944855149915227,0
-0.05507647832794049,6.93445994301421,0
-5.415369000457675,4.748712312014646,0
-6.412198110279759,4.758336671055166,0
-3.8507785123478016,7.079845020834076,0
-5.150764677569388,5.471725386413831,0
-3.8668579799755296,5.298125984375092,0
-5.804270026706371,5.310717241829931,0
-3.32268216418543,5.0129926112708425,0
-5.243946663777174,5.1560210644118385,0
-4.60919052586547,5.344807639792112,0
-2.6124639507707577,6.989047917665165,0
-4.973087493726748,5.203659509685221,0
-3.89734445955172,6.0865310115633,0
-5.046794514772016,5.563821324584019,0
-4.3336577671435,4.7452268440190455,0
-0.02310426215301309,6.645074309788256,0
-5.651491788385681,4.488424871288394,0
-1.6810735600888576,5.8270249232181195,0
-5.529863836093657,4.278618570104365,0
-6.144414050045538,5.2708165784709955,0
-2.25038501966523,6.291184487346141,0
-4.940339086119464,5.078413895335641,0
-5.099883584082569,5.334876428013878,0
-3.534885121534608,5.887561179097283,0
-9.154874813061529,4.885943826264815,0
-4.749177903784329,5.950195887757941,0
-7.3081706536140185,4.6881474839368735,0
-5.413131770377094,5.259058829528085,0
-7.4134280044411085,3.743803638814857,0
-5.741185383351028,4.569684162887575,0
-6.77981573483,4.692912229610585,0
-4.54186666832573,6.16058569869155,0
-5.532597302341009,4.737832199559939,0
-7.062361481345148,4.516389431933177,0
-8.318134682664951,1.36517886350887,0
-6.652827695598921,2.98354446723775,0
-7.013719118275079,5.280268293813198,0
