x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
3.880949942098063,-0.7702477544860351,-3.7332475268303713,-7.238036924793013,-0.42686370051624045,-6.578973487259712,-1.3163466716468153,0.8835010543268782,0.445463973016335,2.839106798588741,-5.099650055798323,0
3.1854591989773486,-0.09360588172389539,-5.128920769189665,-1.043965011038144,-1.2617226656746698,-1.4093016700145578,-1.7318676708966398,1.1312329931148637,1.3138536233256137,0.27600496352036297,-2.774933691568835,0
2.2825550378578336,0.5688764904794008,-2.704269062017711,-3.7238741195458003,0.31848428113452576,-2.1739668871333975,0.18362867092222268,1.8982678903968246,1.54818368230392,3.154869928195425,-3.430739594222335,0
3.2590755374964107,0.13537034292466066,-5.742798660842413,-0.25859845756856803,-0.043546778476517944,-1.6556544991267232,-1.5689449097542338,0.9145315270346359,2.6525301940183024,0.9159326470510162,-3.0069754110033893,0
3.9999350961235427,-1.1208957079659603,-3.5322577089458034,-2.0159163041364994,-0.3209395403408305,0.8328017847982265,-0.023266245420877185,1.2218892663613514,2.9024570101080496,2.0062726880002666,-1.8819236199491034,0
3.312533509038108,-1.7884870890100442,-6.646533233767882,-2.198641193200796,0.5351541566116252,-2.599420700289655,0.9292537592609593,-0.6061382281925036,1.903836898073462,1.0811540564367754,-2.3900519174236132,0
0.1974706891946938,-5.822628658053517,-5.376580670123689,-1.4744463970225887,-0.6205890074379532,-4.320324294167429,4.647705775908216,0.3369362706440102,8.14374759018751,1.6161754230815215,-0.4931272864294698,0
5.298718360351749,-0.5662273432241585,-1.8597896460198888,-2.56800871319899,0.8369830457111302,2.629413523355396,-0.5203986834384116,2.106675731537148,2.9309595116743603,2.35913327907242,-0.9756010406109931,0
1.884697860245626,0.192657248033693,-2.888588027347345,-2.2888617519701424,-1.7056008574427892,-1.1498577791015216,-3.691880856360011,0.77850800586751,4.874381315606573,-0.9598720116975756,-2.561917781398183,0
2.862139385867201,-1.0275196669591247,-5.326622358705259,-1.481095224363521,1.219647181121017,-2.108597606587309,-0.8740383624675646,2.317090648754012,1.486622353486843,1.8513553183325189,-2.695467066656885,0
4.046698675717633,0.2995671904795798,-4.027262681073677,-1.478207722763501,0.19920106648453834,-1.6361622406084346,-0.6126039502531543,2.6881266394629955,1.604284807711219,1.9856326947166918,-2.327069442860958,0
