feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
7.736933745731729,4.146426855925054,-6.781052550381452,-7.0818794813802395,5.852264172903168,4.846938425880284,4.914761939008732,7.021553081446408,3.3428677542502765,1.6537534039726247,15
-2.433250517546768,1.2737970193986035,-8.944621684804535,-2.706228306347365,7.221873059683784,1.9355070166745951,-1.5735636146114358,5.648436692553288,-3.756671798315413,0.8052374575190689,2
-10.34735899775053,7.037744660897932,10.092705035939705,-0.026672272198342117,-7.426890976816171,-2.9871364566592202,4.076798483773105,-6.252960927798038,-0.448457993578536,-3.9770575120165246,14
-9.241462180564884,3.376057183078865,6.111700334592233,7.029066855805183,-1.831415762675415,-5.76601562824089,-3.2215395244536014,7.0243269722295745,7.21644044518141,-0.8731836224103156,23
-8.101423294675644,-6.473304601736187,3.815634853319137,-7.144963167384786,1.655637430360038,1.617096457963308,7.9178387177879985,6.021206506307978,9.681212497928419,-4.340096453570034,28
-5.056573421024451,1.8461609805794188,9.26758195070946,6.780131525482666,8.372566312154042,7.41979088995147,-0.31607689776962467,-0.5768414838861381,7.185094668448115,10.353834232382034,16
-2.9182408107036473,0.5113056399930965,2.783358149255886,4.96316550103606,-2.0168126051573814,1.819404265599095,0.05601578805522858,-9.938535593417175,4.666183716743128,7.78404526445187,1
4.123140228420145,-5.318104930443221,-6.3979983562251075,5.942364511593777,-8.689259383804606,-1.2666634412330622,1.990462846963284,-8.624491483634335,7.904640628118015,6.410572833456307,19
-3.6509304733521186,-2.8293833289255517,-4.4953244873256395,-9.437326216094231,4.425947172927673,4.848784963709816,8.423575064503984,2.7042911899753483,-10.942596450984198,-3.011935622751215,27
-8.66848780238275,2.0957404731449705,0.3600838046621443,-9.848385799699312,2.494873611491861,8.624151502015964,5.2533883632351275,8.230821600588698,9.040339304805334,5.4309020434815825,5
1.066789484449396,-1.4277720842349244,9.280521881389681,5.328745836608201,0.839393253742565,-9.702767794826359,-2.821326065197313,3.118172381813254,-0.3904588549168265,-3.548571244815873,18
5.537717688160952,1.3745180299953612,-1.6757861042844062,-8.29823108948732,-6.16603939370781,9.225309967779351,-2.758379354571546,1.832158797175123,-9.344490336812903,-3.4699293459064515,7
2.1859102073542123,0.9247240102838599,5.058635867694404,3.573708542819209,-0.9387450260557071,-11.428501868760591,-3.1706693185691006,4.129393648061504,-0.915936213161765,-4.761163364159584,18
-10.526158883814036,-10.99673144793656,-8.263406869864202,1.03034691706001,-7.350784063033623,-3.5466633572550554,-8.300796995396496,1.3984032422508157,-10.095979186520314,8.585574762244741,24
-8.495626121505525,-6.088681491693231,-10.219445277068935,3.7887593513933675,2.0198100022277834,-0.004615187512527541,-8.81528880552036,0.9132416128709806,-3.7996510036377296,0.9103385056951511,4
3.824464890015776,2.5662899824804555,-0.6003745642581723,-9.013270635490466,-5.232554878618847,7.973611761300608,-0.7527702480801746,1.5387194742040151,-9.67300124406265,-3.4277890138034595,7
5.11148791641403,8.822188923341642,5.5965338450369515,1.4299370808360718,-4.772350848673714,-6.726512839791431,-1.671089948049104,2.9802822968465543,-8.558977484420055,-8.328657178191996,12
-1.2365666400465127,0.7497635330061814,-8.795756944440841,-2.2499846380128288,9.025546154181168,2.7872654201287537,-1.6306254121918502,5.5327443839475965,-4.138024497999873,0.3029943869804381,2
1.8088890661199422,-3.085158512884915,7.385805023176804,4.63309919550401,-1.5903147352380174,-10.114306967846499,-3.9462522654363257,3.837790987182227,0.7454191998693844,-0.22933728137871912,18
-6.001611966464784,-7.151852123065942,2.1792275374472783,-5.191269420041264,0.6226265389787008,-0.514006659246608,6.440270090905285,4.57318708657653,6.813878093622455,-4.447755264995879,28
-2.9740545197979116,1.5195821822860323,7.017378114959759,-5.388527853799403,-7.215721686540685,-7.291359480984432,9.354582609992553,-6.930299380648661,-4.3106675257511,0.5854166543285391,13
-6.224459183145172,2.0412797561467237,-1.238899293023691,-9.98855534653583,4.02191944153628,6.151720054199428,9.988662123082278,2.4954459870852395,-8.537342309004737,-1.3528820993367656,27
1.3741699423174643,-2.2507029749268934,-4.5976334958489105,6.429397272535174,-6.147119508128883,5.331966971888053,-2.1921094430162236,9.094946912515438,3.439569450182649,2.792225476151361,17
-3.543805149813322,3.1823843713798983,7.799578340126301,-4.914455944516715,-7.090599125909996,-7.279456491705185,9.356444597271816,-4.714003571464488,-3.16539806280725,0.5986984142422118,13
5.037586607331591,3.4767851412252004,4.666002557545097,1.7974688580173601,9.337992766478715,-7.283881182100563,-8.954588278340372,1.8465106885720317,-7.7808167699307615,9.635331962017625,10
-3.008464655572022,0.029335851149549338,3.9678319371249278,3.249707643983001,-2.730823464690927,1.0727744463602407,0.6952031087528308,-9.625653662234985,6.46281191273577,7.176288245436613,1
-8.355413364806678,-6.163781172188278,-10.074977753381118,3.5270435820144184,2.1607216426452456,0.9080998218513452,-10.462469236232343,1.4418000209995552,-3.4265003578459714,-0.9551004418321032,4
-7.0926961622707925,0.6883073717513375,0.4765861183656058,8.808237303382956,-1.3218738620076638,-1.388063894526334,-0.10631298987242233,6.874083778719727,-8.506932070876832,2.3312905288432075,9
-2.9576484947611807,1.808856982165579,6.611969557466407,-3.1902407708516245,-5.281287891076113,-6.455739759166611,11.726341844596414,-6.292833812614115,-2.9941157199179216,2.9215667007247985,13
