x0,x1,x2,y
-4.890087534868995,2.096623939291127,3.055727973892802,0
-4.042123782008976,1.8041378673310295,1.7947231002437665,0
-3.4611867260085023,2.649482169441062,1.0430961728060275,0
-3.5502701851388685,1.525534083295578,2.3610988298131232,0
-2.920355434165781,2.2892219765641126,0.49742865246976575,0
-3.837724515705731,1.752173696116604,1.7196514195117547,0
-3.764466951800294,2.2080667025444654,1.24838165924998,0
-3.984913421362865,1.3895360278616957,2.4675466792873095,0
-5.041118789451415,1.6518675042373865,3.043979943280458,0
-4.344936267352351,2.148180514069647,1.8656740023571379,0
-3.3288918782794363,2.2755269388196853,1.084561737010831,0
-4.468869977045427,1.8208092522190733,2.1254500058331143,0
-3.3780828665709226,2.435252025298466,1.306093936821303,0
-4.269651426570538,2.1086918706668696,2.28705225901395,0
-4.617435835958066,1.7883840750300928,3.440156484380536,0
-3.911091839366199,3.4795165051028913,2.211692132986533,0
-3.7731157007035003,1.4712588901458399,2.015988953173424,0
-4.04329698083727,2.047582185497149,1.844807696103443,0
-3.814483306281771,2.3920116736476564,1.5510291305119133,0
-4.108047307901452,2.168605095513556,2.1150416752097896,0
-4.328867701986876,2.180163146510495,2.423044348662306,0
-4.005850513141508,2.028165069026513,2.1622996253608973,0
-4.0126864281310715,2.1717160498238304,2.71775993059514,0
-3.4421381261850073,2.563056184763131,1.258332889428899,0
-4.394466804490776,1.3684078609992891,2.6685482907615192,0
-4.606262391022887,1.8130756707536273,2.2140472809525487,0
-3.863079709524099,2.43938555629673,1.8471091281661076,0
-4.7521151978171625,2.640849159607704,2.232115456900161,0
-4.103844468666111,0.7394046418711651,2.1541983445359025,0
-4.519526177519186,1.2288412197188738,2.6644861363872767,0
-3.4720978620535194,2.060384470345038,2.1085571340386635,0
-3.610159773926015,2.608508029691592,1.7475332879969538,0
-4.170963485271271,2.063011051133296,1.899815723699157,0
-4.249843224515922,2.180247653127198,2.1179049167516726,0
-4.8396001642265984,1.404631896846861,2.6086589450365154,0
-4.144797527537693,1.995463385487492,1.2783136331913463,0
-4.251639947036627,2.64223599310536,3.27867795990758,0
-3.9358350241344247,2.0378338685882733,1.4288864543693616,0
-4.084024677611654,2.3460502432738592,2.0398438069661853,0
-4.106610388832398,2.437527623498101,1.3693808324395726,0
-4.853650968658204,1.9540579176443844,2.9266437939145087,0
-3.9101685750322286,2.2426772991823585,1.6024875287202494,0
-4.785703439247075,1.6703657037200679,2.9772790422568516,0
-3.7105175592453272,2.076276453561255,2.063738506297307,0
-4.0829848590694935,2.4591832646081917,1.4930278172856877,0
-4.165954436736094,1.5206646883971666,2.020003315764,0
-4.244716051777305,1.5808307662256902,1.7765491132844748,0
-2.8741026916812293,2.8929206528291993,0.661387029696739,0
-3.8982292839888983,1.6637838484124647,1.7409370924723393,0
-4.282628380069861,2.156988209642833,2.122686915511388,0
-4.6340298120933605,2.4613823323140376,2.854661628517566,0
-3.536037144818848,1.9188566016485722,1.1099931454562442,0
-3.3267311053672244,2.004589152647205,1.230858506704397,0
-4.530313452522278,1.4091206788667874,1.9352942466709229,0
-3.7542153234872253,2.1935933539864014,1.819216843220236,0
-3.5009441169901603,1.8505217568017471,2.484514736535822,0
-4.008910209012112,2.460537567461981,2.3207698144915256,0
