x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,y
-1.3553435319563434,1.7502183309695427,-0.6534066242233677,-0.001027780972425063,0.4762793715058953,-0.26602828947030527,-2.151861105268022,-1.8943408292008985,-0.34376269569885315,1.7831311381616333,0.012133731776370116,-0.8901242716479543,-2.3284533945922994,-1.0320983004560065,-1.4902665804514088,0.8020575039673887,-1.2578390988347294,1.1998791730254998,-0.12062497467202679,1.7062812753686112,-2.5603808385320095,-0.5516655462618755,-0.07256460335785775,0.968659142597438,1.2730419822155314,-0.7444283240342464,-1.8438392700418715,0.9206786036436924,-0.667450723112713,-1.0683328649872808,0.17447847774823952,0.13745514381396662,-0.8867793122467066,-0.32453319669894437,1.0606958326638398,-1.1787304036687365,-2.0594343764563967,1.6735146602586344,0.889989772526734,-0.23429791276667844,-0.021342533568306177,0.4665599458459345,-1.604889094194762,1.5275768648663925,-1.3534103210530872,-0.3363894130230299,-1.5408397868860524,-0.4616261409111789,-0.9133004405971934,0.4352517583640276,-0.7172436927271315,1.3272533847193437,-0.47089665702085404,0
-1.2317419165115153,1.8182207831534405,0.044309563536604035,1.3555732550956234,0.2615626125564699,-0.5451337638754856,-2.5492997509063313,-2.2219135352524786,-1.535179511809143,0.43073989557483183,-0.5793288320690206,-0.4961215750197522,-3.9404463208289,-0.30462179901025477,-1.4394259326900416,0.6331323507984256,-0.9192274441631673,1.6942145169755651,-0.40977703786436204,0.9357290237799484,-1.8428666830263862,-1.3309800976457722,0.07756159603857371,0.6306077176339947,0.8020211643632441,0.7897200874676412,-1.8313723358637204,0.9003740010220876,-1.1064759431272766,-1.4941130673596055,-0.8528246787044669,0.2353254263515026,-0.26579291512662584,-0.5869596584052141,0.571858515375756,-2.2207940511694644,-1.934778272697496,1.6774214820300126,1.6318672500035825,-0.6715651185323681,-0.0355909653481048,0.1426220646978561,-1.8121014298387776,2.316018721776434,-1.936411290770289,1.0559925334405396,-1.5009419681021896,-0.033613911283345316,-1.120923692803112,-0.16832495925396435,-0.2977871729029886,1.3241873635512937,-1.4265764616694492,0
-0.4474177285581157,1.623414872188015,-0.25232750831433703,-0.46092965326706814,0.5111489122346059,0.06049421246753259,-2.3182012167076977,-1.3388975057831631,-1.2767754063718098,1.1663379729888814,-0.3297778366806889,-1.8916854072028024,-2.7982857328615984,-0.5692683341863815,-1.8494438940079303,0.21928032054654678,-1.057997773357373,0.6395208350812922,-0.5962500768048875,1.7146590380056066,-1.5884183894010913,-0.796966532556129,0.06843800050078053,1.111522642028855,0.7564531103638488,0.3165225281266984,-1.0176541181196825,0.4850663711735622,-0.8360534706268192,-1.7667059277151151,0.2334474400324028,-0.4643060319483169,0.3530668677153951,-0.7227429559993688,0.6579085781153862,-1.2634331992773795,-2.548864742237785,2.0005493147518734,1.261686562779953,-1.2591145345910768,0.35259701567460777,-0.07614342474657698,-1.6344451124197654,1.9294052380192979,-1.5294437181963816,-0.5524648008418491,-1.6396604991786594,-0.39369116628984635,-0.5979856067708151,-0.8683312909489718,-0.08321573124876924,0.5413514705695304,-1.2410190456419528,0
-0.17805204287899223,1.4064730243732013,-0.1896040104135648,0.538325518485661,0.999698768825692,-0.3518855543482262,-2.3323005394751344,-1.1933677557412745,-0.2507446332787041,1.436213990757207,-0.20936995657130675,-2.3867075021356303,-2.330616990521519,-0.2957455604743947,-2.6995505744632817,1.783152563831497,-0.8359736513234726,0.8230055296072449,0.30966673893718594,1.3619714396489109,-1.532423663467953,-0.7716655569343114,0.5800337614255743,1.5712000200143845,-0.06639378872796708,0.21057031061286124,-1.8285013840580149,0.839551667057544,-1.134706942954082,-1.0147458755445593,-0.18694593173826868,-0.2987779293251493,-0.8892344355155996,-0.5257154350808935,0.9631036363135429,-2.08791466610496,-2.162399518822349,1.8766639803001868,1.0543105629608287,-0.24704784538278074,0.4996670854088051,0.7212063656930316,-1.5133679311407822,1.7560910512204768,-1.4407748461793886,0.30756555895809645,-1.6520272178341522,-0.2691791199428841,-0.6108719954551954,-0.08559082182363399,0.29360511136091677,1.7656785074986705,-1.6621860037400786,0
-1.2248672286534703,1.7279676025348527,-0.39803804711435004,0.17941627013478262,0.10622211090343148,0.4346965324783948,-1.7050904378734675,-1.7446872287206987,-1.160409369409461,1.2506678185191795,-0.8783493987505213,-1.352474772152198,-2.0756736958027684,-0.5115703015343621,-2.003315628011044,1.7882456301575727,-1.444939391849767,0.42433310272313685,-0.8047015406029059,1.7606577790972666,-1.7943897253941492,-0.5411362892894571,1.251332838334985,1.4147144176748985,0.7373193988659094,0.31238855596232906,-1.8339520682838155,0.7682436121163223,-1.3497408772594843,-1.3854460429881033,-0.44689824076065743,0.12186923630949986,-0.2882534531603697,-0.11371289047645133,0.5947893956140087,-1.2067873175477184,-2.132893072382794,1.920721906676333,0.227357629618135,-0.5173648334631071,0.478816230841256,1.2123081647193215,-1.296375124939504,1.601687451367019,-2.1337401266240406,0.02255354428524431,-1.2487323528528163,-0.02282665967572789,-0.8190486476368769,0.26538372361127804,-1.168654275664762,1.5489223134058643,-1.060589463273461,0
-0.8939797646795046,1.2377386357851126,0.16605841194164728,0.12389701779629281,0.831102908822781,-0.0017130204282340966,-0.7515807829515773,-1.2848950998903483,-1.124468023857379,1.303904699760886,-0.13031230882161388,-1.4947508153191105,-2.3894723980861667,0.4255021110959258,-1.0505905073836033,2.055588837323264,-0.9526420769982447,-0.177463959525751,-0.261132526009931,1.3556384079024528,-2.1476034168323634,-0.6021978836791169,1.2132921180264424,0.7033852662976903,0.26257051356295225,0.29852930856016213,-1.8603569385210843,0.7549727986086344,-0.9640442235429177,-0.447083488824653,-1.2101870463779032,0.011104839875591188,-0.8480360699203355,0.2450841104931164,0.5352112188654419,-1.7673827561196416,-1.101524726337444,1.6337444631179874,0.9775709577074666,-0.2622490829705825,0.7724570244427971,-0.5080822379792741,-0.4835883344154873,2.414084749280045,-1.7533898630259457,0.00028742186044850015,-0.6165928276185327,0.14553707000805155,-0.5895524419988784,-0.39396739849980167,0.1216436678676362,1.2074555543119374,-0.39522787374291246,0
-0.41757246714070595,1.5792003457212085,-0.15716820586494146,-0.01728474497431587,-0.029799770630183686,0.03548793483944221,-1.9230044583855255,-1.4976535602439451,-0.18607861049802454,0.9899500337393405,-0.7704791555997357,-1.3083623386982732,-2.4321197213617998,-0.12677168032069622,-1.4460083875523009,-0.2538333113276008,-1.2881898786004216,1.0271208292560305,-1.0386114798681512,2.1143624577265188,-1.891854815722072,-0.5131492991258717,0.6310572900723604,1.4832863112979235,0.04271206688352103,0.4351747631585116,-0.9401281593451023,0.4107037110487122,-0.7669496195995382,-1.3080006293603255,0.10861435007370601,-0.6001349390545594,-0.29240859221939913,0.38833110200337356,0.41815362461829886,-1.2013036681779778,-1.7712202516577709,2.2523517899512164,0.6635425790869894,-1.1995913851691995,0.4973166542493834,0.7668345749548359,-1.448450179803014,2.5034561217670745,-1.3645189272781957,0.1065797750776602,-2.685800616368695,0.033893358948130864,-0.6253188988096875,-0.1945037033048359,-0.779639051492323,1.8667543239288364,-1.170640942109308,0
-1.0086668803085195,1.4018828713686262,-0.4802757906287672,-0.23964550646156868,1.1992778584325863,-0.22188186540862023,-1.9262595601569719,-1.7073886273653167,-0.7967663283764111,0.9331280225933267,-0.6812256727044912,-1.5399334772503086,-2.0453357643666616,-0.6631470402413142,-1.4537686248363413,1.4885716080881677,-0.8473419094977115,0.5879620522716914,-0.37173738351838626,2.1731593481755542,-1.6741033330336714,-0.7082586642443363,0.7700238780220906,1.365551633136185,1.3460613164047572,-0.1766189479900313,-0.8060836654497507,0.4177310369663541,-0.33903151453894625,-1.658656756655518,-0.13566583235657625,-0.176647555759226,-0.7697734493546571,-0.1816239669015376,0.7039074912572667,-2.197139694112268,-1.1115322899744478,1.5962924544218202,-0.07198507199323301,-0.33907807253223177,0.4266047854666529,1.2510431465419283,-0.8714916237493708,1.8141217916710917,-1.8518947450699244,0.06467424355556398,-0.9243970044438101,0.9184440585837363,-1.0241283166284514,-0.23207279122192725,-0.23491417505565163,1.2078251319026154,-1.0342017010882836,0
-0.8247675939834261,2.319145478616296,-0.0367649824401709,0.006995654213955427,1.159040361184449,-0.6345858798930185,-2.145584307768863,-2.3229100286546327,-0.9176842979980759,1.095672178538969,-0.9682449726592808,-1.7216359591815504,-2.3488814562915854,-1.3344074840513889,-1.612748719619829,0.4173967978115942,-0.884599935637276,1.0386688549169878,0.46327489295996455,1.7414185689806354,-1.1216990849240602,-0.6614660629184343,0.23265123084052397,1.3219535759713534,1.5848113193812834,0.04010577378391575,-1.110464091073583,0.22191024106884644,-0.5689516579342058,-2.1360384040277762,-0.4531710875571767,-0.45952846612090736,-0.7144541468105468,-0.18645867452999865,0.6794924690932272,-1.330894657169409,-1.553923466466423,2.205377893843935,1.338697098596226,-0.8426633154184358,-0.201649195588365,0.47114138560985386,-1.1418935653484836,1.5211988574507376,-1.92286128540541,1.189710010813601,-1.8533076011689218,-0.23293710377019988,0.05333900730223573,-0.3967975969103598,0.01269384045016786,1.1713621260897054,-1.486923669406164,0
-1.3125560600976525,1.8174958391941831,-0.0011587793974133231,0.9815014133142079,1.2279040469971445,0.39219228366787806,-1.561879886045495,-2.3088721710508113,-0.2824668728986502,1.540195951839762,-0.7192317313413927,-1.0443702346110202,-2.0061458805002603,-0.3320305718018054,-2.0847568638031557,1.3927328693020944,-0.6431482266844898,1.0644638639329254,-0.20837482016810494,1.6410423187538778,-2.1619091981325873,-0.6051633110611612,1.6013283677474357,1.5654223450249967,0.7981046029783005,0.0435053120618904,-1.7561119209542684,1.2659059412401001,-1.2600483057864613,-1.6638599438337192,-0.0030981696722915397,-0.6478441339510739,-0.38064284415482935,0.33467526002850784,0.9227715292051819,-1.3747364775850137,-1.968962998064549,1.5447062759954746,0.8366851556611958,-0.2028823618027435,0.25347281169123725,0.3298163206101658,-1.27579760638306,1.993668920239971,-1.5007050126298767,0.6173046124764405,-1.1873535434117515,-0.7717680129382153,-0.25032856813097754,0.7279727652614312,0.5069345807771006,0.550143863652551,-1.312276946687737,0
