x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
-2.800653435272677,0.20108615667940177,2.167346993919261,-1.0135490641327938,1.3130935949840767,-1.9653660826316397,-0.8420092558566477,-0.9207616194619332,-1.010210171166555,-1.0659309208352594,-0.7314411031376393,-2.0251168191053623,-1.2431099841824051,-0.22697427683340926,3.0686270389292374,1.1140842567589904,-0.48935652791496914,1.2934639385146958,0
-2.7614941508683817,0.547801518784459,3.1504239078661396,0.03649065641076543,1.3577436901443463,-2.1608451289055064,-2.027364248108087,-1.989579029912759,-1.0644231405427345,-1.9419603786134236,-1.4812755593144056,-1.9980600526427403,-1.3837983228933102,-0.19264338122013758,3.9371841963211978,1.5959364700899048,-0.48932842838561363,1.150529785594632,0
-3.0407408340042528,-0.21910220296515837,3.298326097719001,-0.6039099782329452,1.0723460479306126,-2.3414420616835843,-2.6115044767969424,-1.741433734628099,-2.0340231705058773,-1.7372912237167917,-0.7469556795276358,-2.7407071356219648,-1.4348517978908186,-0.43091275560879816,3.5299223553485346,2.709932869351954,-0.997591556947854,-0.16698541786625487,0
-3.045321571538915,0.40431471841158384,1.6511255327469825,-1.5374246246310284,0.9584187174663492,-2.4636586265597056,-2.8501502343928182,-1.6198446938705147,-2.3298448225492057,0.08323524882778977,-0.31733717167807507,-2.1091611510551056,-0.1570429112293681,-0.8023330340608681,2.7055774378130026,1.7134280478113724,-0.7776289686034189,0.47412362471898595,0
-2.6775878736839993,-0.07948087756993771,2.0564588182288346,-1.7711072894439595,0.22319222229912228,-1.7735513923405364,-2.3732262606658483,-2.209784627232345,-1.0795789972440542,-1.229568646579967,-0.9633876948157434,-1.4048309270178443,-1.0718035176882257,0.025303124600392912,2.9827334077253878,0.37593449302565385,-0.04638976423158381,2.171228206705953,0
-2.146386261832154,-0.00012326536636164676,2.4759115698284444,-1.848829491697138,2.165579561553745,-2.525181519290075,-2.1164031286607767,-0.2791266323744763,-3.011594044097291,-0.41042463879045654,-1.1906502391938723,-1.2724393745377505,-0.7286248879605595,0.0008128147996511181,3.427276186944533,0.9995270946032032,-1.3137507907402128,1.371035392018653,0
-2.920270758122018,0.8447969640874988,3.417692152771476,-1.7927168715681323,1.8034210208133346,-2.446651541932294,-2.2795933299287956,-0.7902735396319875,-0.7510345209803286,-0.15220269164074218,-1.2223460852713222,-1.8606997753620398,-0.7121753147719989,-0.26923160934343626,2.4840943731460365,1.018546691112169,-1.0613923054498198,1.7917616466822213,0
-3.7742777856402028,1.038916886623484,3.6208990574485096,-0.06126577766709873,0.7919747639776931,-1.411746936639155,-1.2515857367543606,-1.6811976569806746,-1.7738571531624345,-0.39037130451885915,-1.9514200392670125,-2.379990858432825,-1.8419405828627844,0.07060012249085665,3.321634720667669,2.5589554649980024,-0.7558828241073743,1.143473482902806,0
-2.413775160925631,0.8034525512725822,3.3980930995968888,-1.813534460707083,1.180439528413988,-2.6314277923300113,-1.0417440405538265,-1.056369148460782,-2.3025435874404883,-1.8443866877896602,-2.039818232561687,-1.7922517377790574,-1.76133706234818,-0.13400301102610349,3.3917982187444062,1.351940725531143,-0.6975461460042522,1.7109128148764376,0
-1.9693700587354106,0.2657690308004119,2.8443491032120285,-0.3471775515196559,1.6691303387573928,-1.9143046106263153,-2.7340955161442397,-2.4696165248597293,-1.2004375787286752,-1.1103981255285522,-1.1573926008208226,-1.86020030242239,-1.6891036241839468,-0.4259836512788218,3.9026208908271993,1.13988323308345,-1.1694516093048573,0.5406621528664056,0
