x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
0.12173959732364659,-3.0515469356637377,-1.6462127931426973,-1.4912664253135932,-2.2909843111711514,0.7706934492137276,-3.7939039517298525,1.7438969368728965,1.9514887310077795,1.7443937304131312,0
-0.7822243171325228,-1.2343817993618027,1.2827526812119427,-0.6169372628571648,-2.193541600687942,1.9871833376382915,-2.339214305973009,1.0338448700596903,2.2347846824266195,2.383204499727655,0
-1.127100801808743,-2.400904321613389,0.7320659131167856,-2.4967090281977167,0.7843351000570042,2.2098777810224357,-0.9977015271682189,-0.004360288954063679,2.074637330525426,1.5074619016367214,0
0.266064665875545,-1.0553634619105645,1.065920517004393,-2.219576236110173,-1.210387703354626,1.2902962344578777,-0.48419811047848627,0.8790166250706535,-0.08854757704077287,2.2412364162804845,0
-3.1526304210123954,-0.9953471711339235,-0.1313331555963981,-2.1103615978918144,-1.4115477243773344,1.1683909216689148,-2.437952155391448,-1.1613462261241656,0.848164269022565,0.7472000535047024,0
-0.9830112723445752,-0.44731262017029993,0.3653049296866142,-1.0898419242371657,-2.4980301743605198,0.7885032418323343,-3.1610532690265787,1.5917496791320147,-0.9028498709568589,-2.3462405532896566,0
-2.9868895100249393,-1.6653579143424315,1.4900731684398576,-2.853648995135317,-3.160759764233844,0.16971100659432525,-3.860934137210906,0.13157146232053415,0.007476102547713692,-0.9885318254142419,0
-1.2772058287991794,-2.497217475078825,0.7524827060152557,-2.4417140323933695,-1.0182643130455227,1.217197219395952,-1.4602706645609151,0.24832481331267375,-0.7668164695014266,0.2641524295035307,0
-1.0758798803843954,-1.759871252494388,0.33344234055639416,-2.6180042296351314,-2.349358568554302,1.5615988840129902,-3.9432737168921435,1.675693010581715,1.1946370432087376,1.6741409344124634,0
-1.126840279549107,-3.122555093340026,-0.19237299355169726,-0.15925521624502204,-0.6460571580664201,0.15811029272234522,-0.7036714245315661,1.41413598261575,0.7456962494623564,0.8896034385517022,0
-0.959520335941636,-1.0505437343033526,0.03977895812721782,-0.12349844679069455,-0.03781898608154921,0.29985219048061695,-2.741633805641827,0.1979997823761879,2.4014815281776754,2.096788922963036,0
-0.8548412947683017,-3.6551266295050118,1.8589523307631597,0.12734046401942933,-0.4648125591730049,-0.073759738664118,-0.10433212388040802,0.20814523141082558,1.3366359410913877,-0.22211546161260398,0
-0.17965190911550444,-2.2499636443092492,-0.5829582905296383,-0.09589600675944787,0.16805331388770295,0.22401245769837663,-1.5927712441972508,0.5318716966907835,1.8870512432032498,-1.0476305816327867,0
-2.864681544600969,-2.1454422300387206,0.08996329409865832,-1.9318522825047548,-0.9707254634109523,0.4260915982056179,-1.415475786005017,0.2014293798253854,2.453803543782029,1.9804170046745355,0
-2.4645164208925023,-0.8088003567392497,0.7806848276845599,-1.976298149903716,-0.38002318831386905,0.20626118265011584,-2.265628048793571,2.562287888046244,1.3389346369776267,2.228356650204462,0
-0.05260917194564252,-2.714173399590594,0.8172789113035811,-1.9081243616341024,-2.7229375994642737,3.2483293398449984,-1.8457563135316502,-1.3545420400327228,0.7021837838038483,2.3322436334606307,0
-0.9265931784615979,-1.205426760315374,1.006242705928652,-1.540421851633556,-0.41312985294794746,0.40135846687627275,-0.8756364188327461,-1.65092334203214,0.9015367671827568,1.102428076373431,0
1.9641265359150997,-1.1152061879019075,-0.24800508354542086,-0.9491512761929576,0.1308507190279833,0.9778236330428776,-1.7292956510791626,0.32537944838787003,1.129620728545407,2.042600397653243,0
