x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y
-1.778389111653978,0.3896946534947149,-0.6285001804746411,1.9015369651691527,0.0565784218353583,1.2029321413921041,-0.022748941987359966,-2.8559996641826446,2.359013435215547,-0.3930430746616109,0.8648185694722575,1.2507131841344394,0.6657587015551361,1.519293879688041,-3.377681981510514,3.8380864931567853,0.9732064425846182,1.0520474853587993,0
-1.0124502159962878,0.06749654443876996,0.072169284385735,1.6950971234378571,0.7750534077503612,0.5865777315888168,-0.5962883813195488,-2.2857745437185115,2.3080026606343433,0.006097010554819676,0.2737120929527833,1.989031333657382,1.1155879431469131,1.1926155984932716,-3.648250511078598,3.979998478376277,1.569030326587472,0.9062626342078945,0
-2.0595731511473407,0.7198567921918071,-0.539228205943148,2.5084731656135313,0.4745909399781354,1.1704580425242987,-0.7874389392708232,-3.262196989975102,2.6923100380705804,-0.8453263472831378,0.0004961696345017891,1.6890314320586581,0.22314621865816342,0.41044129322370604,-3.194583040032207,5.11430958047691,0.6161038413423342,0.8301304389285021,0
-1.663197238925717,1.1561980243745442,-1.707533600386013,2.4178290803862073,1.2044778052990581,0.9801863964996914,-0.13743638143398543,-3.277120521525771,2.7175998687390495,-0.15929666334319476,-0.6624790763372121,0.6158198308716595,1.7451143274923622,-0.027429384513766975,-3.594698758045192,4.237181427978623,2.539142586511115,0.24983407035951122,0
-2.6176329088698207,0.8314218210247444,-0.9287516222028858,2.664253897609182,0.6182944330181473,1.0831038091499798,0.21018308712452538,-2.5538279928860455,1.9808206672014768,0.01251930980525881,0.13714705717073217,0.7345739755136091,2.0164749676263387,1.3639104271524227,-2.193179274426731,3.731989390018625,1.5122786610576262,0.08529629241837444,0
-2.230826793600296,-0.40791140164637574,-1.6498249721244411,2.625273454276593,0.22358579633339623,1.0131255946746938,-0.007211955778093027,-2.814123026664499,2.446934947749459,-0.1553379762457076,-0.4290889094036797,0.5485781322051881,1.2058994542764057,2.0189176366438546,-1.9083643515797557,4.198532182168528,1.167509978559359,0.9282213560420145,0
-1.6230133497812929,0.5173284378837415,-1.6023363972525786,2.374639328486404,0.6458104731469706,1.4820501046529908,0.3978413588463747,-2.9546142299857885,2.4585610469030734,-0.7155528268387266,0.23949560587713098,0.9667288972056431,1.4343122764751888,0.8150894903626642,-1.9732948208950152,3.86118310767923,0.8659500381271168,0.7098035148473432,0
-2.274832424427666,0.4892669744074306,-0.13090557541100745,1.7821638382633274,0.7352016354356097,1.5255197279311572,-0.5122615577708118,-2.734415131315286,2.1021955464974695,-0.310086469199207,-0.10526092414937327,1.455948327292576,0.6792716569123955,0.8936995799013152,-2.8644351431127406,3.1225387315855073,1.2771410164819146,0.5027100041173463,0
-1.9557952409651644,0.09112622041255619,-0.5580891597927279,2.2322655299191667,0.07988920218836493,0.8209210247491312,0.07553878253025847,-2.1516183712539982,3.0671129957123715,-0.13256704798919322,0.08959800346948868,1.8939203472759147,1.418100901295584,0.9695527923119347,-2.683774573756154,4.008169665929862,1.7617768398498816,0.6046851172702411,0
-0.9432209959230309,0.7809105689795558,-1.5136197543458505,1.1155101180101454,0.5979222867091947,1.0056264486939348,-0.05130031453992509,-2.6643546607566018,1.8352740159056076,-0.2335030892242357,0.783521868132018,0.05839065837584667,1.2207488868528973,1.615271976171935,-2.0648759152969527,4.109433126914622,1.9242961890827446,1.00381890921917,0
-2.963488103229299,0.15425371853979097,-0.06649786371722954,2.928961052096663,0.4550857432288402,0.7848167443516498,-0.18821102831279676,-2.506422574073658,2.381835039398094,-0.22146935492043474,-0.1676089124238674,1.821222040102791,1.5187830186823783,1.9378590737201158,-2.7942757304483896,3.567115870617438,1.3728244464395971,-0.3393529450085505,0
